gdc_mean_in,gdh_mean_in,gch_mean_in,gd_mean_in,pct_oil_acidez_mean
20.740000000000002,8.040000000000001,0.3,0.04,0.7417257081896106
13.2,4.4,0.5,0.0,2.6599994293377462
7.539999999999999,7.159999999999999,0.5599999999999999,0.22000000000000003,1.8599292328526378
9.216666666666667,3.3166666666666664,0.2333333333333333,0.06666666666666667,1.2566531157985477
7.666666666666667,3.3000000000000003,0.016666666666666666,0.06666666666666667,1.6763186121732414
2.783333333333333,1.5166666666666666,0.05000000000000001,0.03333333333333333,1.170837189444794
1.2000000000000002,1.1,0.125,0.075,0.431745554660797
2.54,1.3199999999999998,0.0,0.0,0.655164665403691
5.283333333333333,2.1333333333333333,0.13333333333333333,0.11666666666666665,0.9630517072329674
7.55,2.5375,0.25,0.0,3.657400592236459
30.400000000000002,2.95,0.3,0.0,1.5557845990215544
5.24,1.8800000000000001,0.16,0.06,1.243524186783618
1.7,0.4,0.2,0.2,0.7578965421158229
3.8000000000000003,0.6333333333333333,0.3,0.26666666666666666,0.8873276162186585
5.283333333333333,2.0833333333333335,0.0,0.03333333333333333,1.055144373019487
7.975,2.275,0.125,0.0,3.115409209574451
5.525,2.75,0.3,0.0,2.2594512761186567
5.42,1.86,0.1,0.02,0.9222821083788645
7.82,2.7800000000000002,0.2,0.2,1.0163238014777753
10.200000000000001,2.733333333333333,0.2333333333333333,0.03333333333333333,2.4286939551204605
15.066666666666668,3.35,0.15,0.05000000000000001,2.1698135605441426
41.85,7.733333333333333,0.0,0.0,4.969068722982817
12.225000000000001,1.9249999999999998,0.2,0.275,1.2700275081530132
18.650000000000002,3.516666666666667,0.13333333333333333,0.08333333333333333,3.764693948305207
2.8666666666666667,2.566666666666667,0.7333333333333334,0.0,1.5335495207211325
11.6,2.8600000000000003,0.22000000000000003,0.04,2.3942817198628306
12.700000000000001,3.983333333333333,0.05000000000000001,0.016666666666666666,1.6072333227971238
17.933333333333334,4.483333333333333,0.016666666666666666,0.03333333333333333,2.025805231678582
32.55,10.049999999999999,0.05,0.05,2.157133688867873
28.45,6.2,0.08333333333333333,0.0,2.575853144550446
33.53333333333333,6.216666666666666,0.03333333333333333,0.0,3.44512678802932
42.72,7.68,0.06,0.0,4.0782170105297775
33.019999999999996,7.6,0.2,0.0,3.867251302385214
24.75,5.8,0.1,0.0,3.213158840165052
29.860000000000003,6.44,0.32,0.0,3.3623595964225665
36.666666666666664,6.833333333333333,0.049999999999999996,0.0,3.354431648266914
22.78333333333333,3.8333333333333335,0.08333333333333333,0.0,3.3144367366659786
17.416666666666668,4.733333333333333,0.0,0.0,1.9534960584989753
26.32,4.7,0.06,0.0,2.1049250635705734
45.5,12.620000000000001,0.0,0.0,4.0496113293423095
18.583333333333332,4.783333333333333,0.15,0.0,2.2020169726512853
16.6,3.75,0.0,0.0,1.5801489683513597
20.7,6.0,0.6,0.0,2.442955605976283
27.766666666666666,4.016666666666667,0.13333333333333333,0.0,2.621997627760303
28.95,3.725,0.25,0.025,2.39121347417022
22.649999999999995,3.4333333333333336,2.3333333333333335,0.0,2.4126709337066026
16.633333333333333,3.15,1.5666666666666667,0.0,1.9847586565481403
25.599999999999998,3.733333333333333,0.39999999999999997,0.0,2.1581920454364916
32.35,3.15,0.0,0.0,2.6454386948567326
21.633333333333336,3.15,0.7000000000000001,0.0,2.312823711603346
28.4,3.38,0.22000000000000003,0.0,2.760369163102598
30.099999999999998,5.216666666666667,0.03333333333333333,0.0,3.330067316211456
40.68333333333333,6.066666666666666,0.049999999999999996,0.0,3.1172515247823473
39.199999999999996,8.366666666666667,0.06666666666666667,0.0,4.042867465267264
41.73333333333333,9.433333333333334,0.06666666666666667,0.0,4.680787674718158
40.95,10.825,0.0,0.0,5.873749822666719
42.45,9.4,0.0,0.0,5.4549422923613085
45.9,9.966666666666667,0.0,0.0,5.541220274877861
33.53333333333333,6.166666666666667,0.06666666666666667,0.0,3.7029716525935896
34.7,7.12,0.28,0.0,3.8694251232609314
50.779999999999994,7.640000000000001,0.0,0.0,4.264979006860188
57.779999999999994,9.959999999999999,0.0,0.0,5.026664630658963
42.46666666666667,8.583333333333334,0.03333333333333333,0.0,4.435565905212398
48.93333333333334,8.366666666666667,0.03333333333333333,0.0,4.336834860518986
33.225,5.1,0.1,0.0,2.5705855735005705
8.705,2.575,0.0,0.0,2.1333336139570234
25.625,5.925,0.39999999999999997,0.0,2.398825551956874
25.4,4.18,0.16,0.0,2.941064811303621
27.900000000000002,3.716666666666667,0.10000000000000002,0.0,2.35763803587001
10.100000000000001,1.7000000000000002,0.1,0.0,2.281797200322116
21.583333333333332,5.833333333333333,0.06666666666666667,0.0,2.6845038753224633
26.599999999999998,7.033333333333334,0.03333333333333333,0.0,2.013227482292078
30.6,8.9,0.0,0.0,2.864158987880889
21.633333333333336,4.533333333333333,6.116666666666666,0.0,2.7895278342422776
22.5,4.14,0.45999999999999996,0.0,3.551014404373088
18.599999999999998,3.716666666666667,0.06666666666666667,0.0,2.316806654930733
21.560000000000002,3.88,0.04,0.0,2.112024654593311
14.533333333333333,2.8333333333333335,0.0,0.0,1.6992718347243003
17.516666666666666,2.6833333333333336,0.3499999999999999,0.0,1.8337687526995625
20.5,2.6799999999999997,0.6799999999999999,0.0,1.8729895018214162
43.739999999999995,11.1,0.0,0.0,3.366206094777212
40.25,7.366666666666667,0.0,0.0,3.3466140907353177
29.366666666666664,4.933333333333334,0.016666666666666666,0.0,2.705359631594362
35.166666666666664,4.5,0.5666666666666667,0.0,2.8975255277967618
